#iter###L2_1###L2_2###L2_3#
1,0.9998,1,0.99974
2,0.99958,1,0.99946
3,0.99935,1,0.99918
4,0.99911,1.0001,0.99889
5,0.99886,1.0001,0.99858
6,0.9986,1.0002,0.99826
7,0.99832,1.0003,0.99793
8,0.99804,1.0003,0.99759
9,0.99774,1.0004,0.99724
10,0.99743,1.0005,0.99688
11,0.99712,1.0007,0.99651
12,0.99679,1.0008,0.99613
13,0.99644,1.0009,0.99574
14,0.99609,1.0011,0.99534
15,0.99573,1.0012,0.99492
16,0.99536,1.0014,0.9945
17,0.99497,1.0016,0.99407
18,0.99458,1.0018,0.99363
19,0.99417,1.002,0.99317
20,0.99376,1.0022,0.99271
21,0.99333,1.0024,0.99224
22,0.99289,1.0027,0.99176
23,0.99245,1.0029,0.99127
24,0.99199,1.0032,0.99077
25,0.99152,1.0035,0.99026
26,0.99105,1.0037,0.98974
27,0.99056,1.004,0.98921
28,0.99007,1.0043,0.98868
29,0.98956,1.0047,0.98813
30,0.98905,1.005,0.98758
31,0.98853,1.0053,0.98702
32,0.98799,1.0056,0.98645
33,0.98745,1.006,0.98587
34,0.9869,1.0064,0.98528
35,0.98634,1.0067,0.98469
36,0.98577,1.0071,0.98409
37,0.9852,1.0075,0.98348
38,0.98461,1.0079,0.98286
39,0.98402,1.0083,0.98223
40,0.98342,1.0087,0.9816
41,0.98281,1.0091,0.98096
42,0.98219,1.0096,0.98032
43,0.98157,1.01,0.97966
44,0.98094,1.0104,0.979
45,0.9803,1.0109,0.97834
46,0.97965,1.0114,0.97767
47,0.979,1.0118,0.97699
48,0.97834,1.0123,0.9763
49,0.97767,1.0128,0.97561
50,0.97699,1.0133,0.97491
51,0.97631,1.0138,0.97421
52,0.97562,1.0143,0.9735
53,0.97493,1.0148,0.97279
54,0.97423,1.0153,0.97207
55,0.97353,1.0159,0.97135
56,0.97281,1.0164,0.97062
57,0.9721,1.017,0.96989
58,0.97137,1.0175,0.96915
59,0.97064,1.0181,0.96841
60,0.96991,1.0186,0.96766
61,0.96917,1.0192,0.96691
62,0.96843,1.0198,0.96616
63,0.96768,1.0203,0.9654
