######### iter ######   #########L2######   
1,0.9998
2,0.99958
3,0.99935
4,0.99911
5,0.99886
6,0.9986
7,0.99832
8,0.99804
9,0.99774
10,0.99743
11,0.99712
12,0.99679
13,0.99644
14,0.99609
15,0.99573
16,0.99536
17,0.99497
18,0.99458
19,0.99417
20,0.99375
21,0.99333
22,0.99289
23,0.99245
24,0.99199
25,0.99152
26,0.99105
27,0.99056
28,0.99006
29,0.98956
30,0.98904
31,0.98852
32,0.98799
33,0.98745
34,0.9869
35,0.98634
36,0.98577
37,0.98519
38,0.98461
39,0.98401
40,0.98341
41,0.9828
42,0.98219
43,0.98156
44,0.98093
45,0.98029
46,0.97964
47,0.97899
48,0.97833
49,0.97766
50,0.97698
51,0.9763
52,0.97562
53,0.97492
54,0.97422
55,0.97352
56,0.9728
57,0.97209
58,0.97136
59,0.97063
60,0.9699
61,0.96916
62,0.96842
63,0.96767
64,0.96692
65,0.96616
66,0.9654
67,0.96463
68,0.96386
69,0.96309
70,0.96231
71,0.96153
72,0.96075
73,0.95996
74,0.95917
75,0.95838
76,0.95758
77,0.95679
78,0.95599
79,0.95518
80,0.95438
81,0.95357
82,0.95276
83,0.95195
84,0.95114
85,0.95033
86,0.94952
87,0.9487
88,0.94789
89,0.94707
90,0.94625
91,0.94543
92,0.94462
93,0.9438
94,0.94298
95,0.94216
96,0.94134
97,0.94053
98,0.93971
99,0.93889
100,0.93808
101,0.93726
102,0.93645
103,0.93564
104,0.93482
105,0.93402
106,0.93321
107,0.9324
108,0.9316
109,0.93079
110,0.92999
111,0.92919
112,0.9284
113,0.9276
114,0.92681
115,0.92602
116,0.92523
117,0.92445
118,0.92367
119,0.92289
120,0.92211
121,0.92134
122,0.92057
123,0.9198
124,0.91904
125,0.91828
126,0.91752
127,0.91677
128,0.91602
129,0.91527
130,0.91453
131,0.91379
132,0.91306
133,0.91233
134,0.9116
135,0.91088
136,0.91016
137,0.90944
138,0.90873
139,0.90802
140,0.90732
141,0.90662
142,0.90593
143,0.90523
144,0.90455
145,0.90387
146,0.90319
147,0.90252
148,0.90185
149,0.90118
150,0.90052
151,0.89986
152,0.89921
153,0.89856
154,0.89792
155,0.89728
156,0.89665
157,0.89602
158,0.89539
159,0.89477
160,0.89415
161,0.89354
162,0.89293
163,0.89232
164,0.89172
165,0.89113
166,0.89053
167,0.88995
168,0.88936
169,0.88878
170,0.88821
171,0.88763
172,0.88706
173,0.8865
174,0.88594
175,0.88538
176,0.88483
177,0.88428
178,0.88373
179,0.88319
180,0.88265
181,0.88211
182,0.88158
183,0.88105
184,0.88053
185,0.88001
186,0.87949
187,0.87897
188,0.87846
189,0.87795
190,0.87744
191,0.87693
192,0.87643
193,0.87593
194,0.87544
195,0.87494
196,0.87445
197,0.87396
198,0.87348
199,0.87299
200,0.87251
201,0.87203
202,0.87155
203,0.87107
204,0.8706
205,0.87013
206,0.86966
207,0.86919
208,0.86872
209,0.86825
210,0.86779
211,0.86733
212,0.86686
213,0.8664
214,0.86594
215,0.86548
216,0.86503
217,0.86457
218,0.86411
219,0.86366
220,0.86321
221,0.86275
222,0.8623
223,0.86184
224,0.86139
225,0.86094
226,0.86049
227,0.86004
228,0.85958
229,0.85913
230,0.85868
231,0.85823
232,0.85778
233,0.85733
234,0.85687
235,0.85642
236,0.85597
237,0.85551
238,0.85506
239,0.85461
240,0.85415
241,0.85369
242,0.85324
243,0.85278
244,0.85232
245,0.85186
246,0.8514
247,0.85094
248,0.85048
249,0.85001
250,0.84955
251,0.84908
252,0.84862
253,0.84815
254,0.84768
255,0.84721
256,0.84673
257,0.84626
258,0.84579
259,0.84531
260,0.84483
261,0.84435
262,0.84387
263,0.84338
264,0.8429
265,0.84241
266,0.84192
267,0.84143
268,0.84094
269,0.84045
270,0.83995
271,0.83946
272,0.83896
273,0.83846
274,0.83795
275,0.83745
276,0.83694
277,0.83643
278,0.83592
279,0.83541
280,0.8349
281,0.83438
282,0.83386
283,0.83334
284,0.83282
285,0.8323
286,0.83177
287,0.83125
288,0.83072
289,0.83019
290,0.82965
291,0.82912
292,0.82858
293,0.82804
294,0.8275
295,0.82696
296,0.82642
297,0.82587
298,0.82532
299,0.82478
300,0.82422
301,0.82367
302,0.82312
303,0.82256
304,0.822
305,0.82145
306,0.82089
307,0.82032
308,0.81976
309,0.81919
310,0.81863
311,0.81806
312,0.81749
313,0.81692
314,0.81635
315,0.81577
316,0.8152
317,0.81462
318,0.81405
319,0.81347
320,0.81289
321,0.81231
322,0.81173
323,0.81115
324,0.81056
325,0.80998
326,0.8094
327,0.80881
328,0.80822
329,0.80764
330,0.80705
331,0.80646
332,0.80587
333,0.80528
334,0.80469
335,0.8041
336,0.80351
337,0.80292
338,0.80233
339,0.80174
340,0.80115
341,0.80056
342,0.79997
343,0.79938
344,0.79879
345,0.79819
346,0.7976
347,0.79701
348,0.79642
349,0.79583
350,0.79524
351,0.79465
352,0.79406
353,0.79347
354,0.79289
355,0.7923
356,0.79171
357,0.79112
358,0.79054
359,0.78995
360,0.78937
361,0.78879
362,0.78821
363,0.78763
364,0.78705
365,0.78647
366,0.78589
367,0.78531
368,0.78474
369,0.78417
370,0.78359
371,0.78302
372,0.78245
373,0.78188
374,0.78132
375,0.78075
376,0.78019
377,0.77963
378,0.77907
379,0.77851
380,0.77796
381,0.7774
382,0.77685
383,0.7763
384,0.77575
385,0.7752
386,0.77466
387,0.77412
388,0.77358
389,0.77304
390,0.7725
391,0.77197
392,0.77144
393,0.77091
394,0.77038
395,0.76986
396,0.76934
397,0.76882
398,0.7683
399,0.76778
400,0.76727
401,0.76676
402,0.76626
403,0.76575
404,0.76525
405,0.76475
406,0.76426
407,0.76376
408,0.76327
409,0.76278
410,0.7623
411,0.76181
412,0.76134
413,0.76086
414,0.76038
415,0.75991
416,0.75944
417,0.75898
418,0.75852
419,0.75806
420,0.7576
421,0.75715
422,0.75669
423,0.75625
424,0.7558
425,0.75536
426,0.75492
427,0.75448
428,0.75405
429,0.75362
430,0.75319
431,0.75277
432,0.75234
433,0.75193
434,0.75151
435,0.7511
436,0.75069
437,0.75028
438,0.74988
439,0.74947
440,0.74908
441,0.74868
442,0.74829
443,0.7479
444,0.74751
445,0.74713
446,0.74675
447,0.74637
448,0.74599
449,0.74562
