######### x ######   #########ux######   
-0.99375,57.232
-0.98125,57.253
-0.96875,57.346
-0.95625,57.439
-0.94375,57.592
-0.93125,57.767
-0.91875,57.988
-0.90625,58.241
-0.89375,58.536
-0.88125,58.866
-0.86875,59.239
-0.85625,59.65
-0.84375,60.103
-0.83125,60.599
-0.81875,61.138
-0.80625,61.721
-0.79375,62.351
-0.78125,63.029
-0.76875,63.756
-0.75625,64.535
-0.74375,65.366
-0.73125,66.253
-0.71875,67.197
-0.70625,68.201
-0.69375,69.268
-0.68125,70.4
-0.66875,71.6
-0.65625,72.872
-0.64375,74.219
-0.63125,75.644
-0.61875,77.153
-0.60625,78.748
-0.59375,80.436
-0.58125,82.219
-0.56875,84.105
-0.55625,86.098
-0.54375,88.205
-0.53125,90.432
-0.51875,92.786
-0.50625,95.274
-0.49375,97.905
-0.48125,100.69
-0.46875,103.63
-0.45625,106.74
-0.44375,110.03
-0.43125,113.51
-0.41875,117.19
-0.40625,121.08
-0.39375,125.21
-0.38125,129.57
-0.36875,134.19
-0.35625,139.08
-0.34375,144.26
-0.33125,149.74
-0.31875,155.54
-0.30625,161.67
-0.29375,168.16
-0.28125,175.03
-0.26875,182.29
-0.25625,189.96
-0.24375,198.06
-0.23125,206.61
-0.21875,215.62
-0.20625,225.11
-0.19375,235.09
-0.18125,245.57
-0.16875,256.56
-0.15625,268.07
-0.14375,280.09
-0.13125,292.61
-0.11875,305.64
-0.10625,319.15
-0.09375,333.11
-0.08125,347.51
-0.06875,362.3
-0.05625,377.44
-0.04375,392.88
-0.03125,408.58
-0.01875,424.47
-0.00625,440.5
0.00625,456.6
0.01875,472.7
0.03125,488.75
0.04375,504.67
0.05625,520.41
0.06875,535.92
0.08125,551.14
0.09375,566.05
0.10625,580.59
0.11875,594.74
0.13125,608.48
0.14375,621.78
0.15625,634.63
0.16875,647.02
0.18125,658.95
0.19375,670.42
0.20625,681.43
0.21875,691.99
0.23125,702.11
0.24375,711.8
0.25625,721.06
0.26875,729.92
0.28125,738.39
0.29375,746.48
0.30625,754.2
0.31875,761.58
0.33125,768.62
0.34375,775.34
0.35625,781.76
0.36875,787.88
0.38125,793.73
0.39375,799.31
0.40625,804.63
0.41875,809.72
0.43125,814.57
0.44375,819.21
0.45625,823.63
0.46875,827.85
0.48125,831.89
0.49375,835.74
0.50625,839.42
0.51875,842.93
0.53125,846.28
0.54375,849.48
0.55625,852.53
0.56875,855.44
0.58125,858.22
0.59375,860.87
0.60625,863.4
0.61875,865.81
0.63125,868.1
0.64375,870.29
0.65625,872.36
0.66875,874.34
0.68125,876.22
0.69375,878
0.70625,879.69
0.71875,881.29
0.73125,882.8
0.74375,884.23
0.75625,885.57
0.76875,886.84
0.78125,888.03
0.79375,889.14
0.80625,890.18
0.81875,891.15
0.83125,892.04
0.84375,892.87
0.85625,893.63
0.86875,894.32
0.88125,894.94
0.89375,895.5
0.90625,895.99
0.91875,896.43
0.93125,896.8
0.94375,897.11
0.95625,897.35
0.96875,897.52
0.98125,897.68
0.99375,897.73
